site,grid,vrm_1cm,height_diff,mean_curv,mean_pro_curv,mean_plan_curv,vrm_dev
PR,81,0.034868168,1.195067406,-0.093936418,-0.840623546,-0.938473717,0.004400288
PR,82,0.028654283,2.142263412,-0.072554561,-0.499372601,-0.571962949,0.008531538
PR,83,0.027855525,2.16135931,-0.209943215,-1.807994033,-2.017937248,0.001265009
PR,84,0.029257681,1.752416611,-0.094873181,-1.232169391,-1.32704422,-0.001868889
PR,85,0.020398317,1.181002617,-0.122550608,-0.796188599,-0.918587423,-0.002434428
PR,86,0.024900906,1.523672581,0.086852896,-0.400988554,-0.314025877,0.005522858
PR,87,0.016767495,1.596995354,0.179024376,-0.984459243,-0.805434866,0.000423939
PR,88,0.042945373,1.284202576,-0.136347737,-4.081171734,-4.217519471,0.003544329
PR,89,0.042988418,1.835797071,-0.13267922,-1.718724086,-1.851697734,0.014755214
PR,90,0.022806727,1.774130583,0.153414299,-0.647148563,-0.49363211,0.003991384
PR,91,0.038604839,1.099451065,0.001256247,-1.876222835,-1.876059654,0.002443238
PR,92,0.029347072,2.251393318,0.135562073,0.354295805,0.489900773,0.000546075
PR,93,0.03531365,2.85656929,0.107794459,-1.298665237,-1.190820445,0.007299798
PR,94,0.038593035,2.923578262,-0.119606591,-2.343750207,-2.465603083,-0.002587763
PR,95,0.034762712,1.688945293,0.012827488,-1.645894254,-1.632874988,0.001245724
PR,98,0.027100147,1.746374607,-0.023958974,-1.777724688,-1.801895843,-0.000792383
PR,99,0.035012125,1.454706669,-0.070521384,-2.888953348,-2.959708078,0.005978628
PR,100,0.021872122,1.24456358,-0.081166762,-0.573524575,-0.654692178,0.00133354
NDR,18,0.07468715,1.334465981,0.072597453,-5.579953822,-5.507356369,0.002196221
NDR,19,0.05747958,0.951228142,-0.10216376,-1.508984841,-1.610897552,0.014414736
NDR,20,0.068245038,2.503838778,-0.009690751,-4.110716521,-4.121004093,0.006459887
NDR,25,0.055160913,0.775607824,0.733267195,-5.784734713,-5.058660202,0.005165548
NDR,26,0.064052394,1.205474377,0.319190227,-3.076878908,-2.755278924,0.010306293
NDR,27,0.05462679,1.309370041,0.431278133,-2.74130845,-2.31550912,0.016970386
NDR,28,0.070740475,1.170755386,0.134804325,-4.266850643,-4.132301576,0.002706226
NDR,29,0.078604355,1.066717863,-0.081910674,-5.532734857,-5.614330999,-0.006101859
NDR,30,0.066240747,1.4529109,0.04001156,-4.669793393,-4.629640024,0.005589252
NDR,31,0.061552821,1.025306463,-0.09834011,-5.039686974,-5.139786332,0.011829101
NDR,32,0.05066425,0.961656332,0.357147356,-1.688358751,-1.324309549,0.011901465
NDR,33,0.054384706,1.027527332,0.314872208,-2.841022678,-2.524834235,0.011084387
NDR,34,0.066164673,1.575377226,-0.127590991,-1.544111975,-1.673037987,0.015889957
NDR,35,0.081323199,1.689258099,-0.104832834,-4.302356038,-4.406363448,0.006058057
NDR,36,0.060262934,1.502959728,0.01418612,-3.116128429,-3.10328557,0.005353002
